Date,Content,Source
2024-07-27 20:23:33+07:00,"Báo Nhân Dân xin trân trọng giới thiệu bài viết của đồng chí Phạm Minh Chính, Ủy viên Bộ Chính trị, Thủ tướng Chính phủ về Tổng Bí thư Nguyễn Phú Trọng.",https://nhandan.vn/dat-nuoc-ta-chua-bao-gio-co-duoc-co-do-tiem-luc-vi-the-va-uy-tin-quoc-te-nhu-ngay-nay-post821399.html
2024-07-27 20:03:31+07:00,"Nhân kỷ niệm 77 năm Ngày Thương binh-Liệt sĩ (27/7/1947-27/7/2024), ngày 27/7, đồng chí Nguyễn Văn Lợi, Ủy viên Trung ương Đảng, Bí thư Tỉnh ủy, Trưởng đoàn Đại biểu Quốc hội tỉnh Bình Dương đã đến thăm hỏi và trao tặng quà cho Mẹ Việt Nam Anh hùng, các gia đình chính sách, người có công trên địa bàn thành phố Thủ Dầu Một.",https://nhandan.vn/tham-hoi-va-trao-tang-qua-cho-cac-gia-dinh-chinh-sach-o-binh-duong-post821400.html
2024-07-27 20:01:30+07:00,"Trước những thiệt hại cả về người và tài sản do thiên tai gây ra tại xã Mường Pồn (huyện Điện Biên, tỉnh Điện Biên), Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh và tổ chức Đoàn Thanh niên cũng như tuổi trẻ địa phương đã nhanh chóng triển khai các nguồn lực, sức người để góp phần nhanh chóng ổn định đời sống người dân.",https://nhandan.vn/gop-suc-tre-nhanh-chong-khac-phuc-hau-qua-thien-tai-tai-muong-pon-post821394.html
2024-07-27 20:01:21+07:00,"Kịp thời chia sẻ với mất mát, khó khăn của người dân các bản bị thiệt hại do lũ quét ở xã Mường Pồn, huyện Điện Biên (tỉnh Điện Biên), chiều nay đại diện lãnh đạo Ủy ban nhân dân huyện Điện Biên đã về thăm hỏi, động viên gia đình có người bị nạn vừa được tìm thấy thi thể ở Mường Chà.",https://nhandan.vn/tham-ho-tro-cac-gia-dinh-bi-nan-do-lu-quet-o-muong-pon-post821402.html
2024-07-27 20:00:49+07:00,"Trong số các công trình, phần việc của mình, thế hệ trẻ luôn nêu cao vai trò tiên phong, luôn đồng hành với gia đình chính sách, người có công qua những việc làm tưởng chừng nhỏ nhặt mỗi ngày, góp phần nâng cao đời sống vật chất, tinh thần đối với các thương binh, gia đình liệt sĩ, cựu thanh niên xung phong.",https://nhandan.vn/anh-tinh-cam-va-long-biet-on-tu-nhung-nguoi-tre-post821207.html
2024-07-27 10:29:19+07:00,"Hàng nghìn người dân từ khắp mọi miền Tổ quốc đã về Hà Nội, nghiêm ngắn đứng trên vỉa hè, dọc hành trình di chuyển linh cữu Tổng Bí thư Nguyễn Phú Trọng từ Nhà tang lễ Quốc gia về Nghĩa trang Mai Dịch, để được cúi đầu tiễn biệt người cộng sản xuất sắc, hết lòng vì Đảng, vì nước, vì dân về với đất mẹ. Nghĩa tình đồng bào, những ngày này, khiến bất kỳ người con Việt nào cũng thấy ấm lòng vì sự sẻ chia và giúp đỡ.",https://nhandan.vn/mot-long-kinh-can-tien-biet-post821260.html
2024-07-27 06:23:25+07:00,"Hà Nội sau mấy ngày mưa, bầu trời trong xanh đến kỳ lạ. Hai ngày nay, khu vực vườn hoa Yersin, các phố: Lò Đúc, Nguyễn Công Trứ, Lê Quý Đôn… chung quanh Nhà Tang lễ quốc gia đã trải qua một đêm không ngủ. Theo thông báo của Ban Tổ chức Lễ tang, lễ viếng Tổng Bí thư Nguyễn Phú Trọng trong ngày 25/7 kéo dài đến 23 giờ để phục vụ nhân dân nhưng nhiều người dân vẫn nán lại qua 24 giờ, mới dần ra về.",https://nhandan.vn/thuong-tiec-tien-biet-nha-lanh-dao-dac-biet-xuat-sac-cua-dang-ta-nhan-dan-ta-post821329.html
2024-07-27 14:46:11+07:00,"Khi đến viếng Tổng Bí thư Nguyễn Phú Trọng tại quê nhà thôn Lại Đà, xã Đông Hội, huyện Đông Anh (Hà Nội) hay tại Nhà tang lễ Quốc gia số 5 Trần Thánh Tông (Hà Nội), điều bất cứ ai cũng có thể nhận thấy, ngoài cơ quan chức năng, lực lượng thanh niên tình nguyện của Thủ đô đã hỗ trợ rất tận tình, hiệu quả đối với những người đến viếng.",https://nhandan.vn/tam-long-thanh-nien-thu-do-voi-tong-bi-thu-nguyen-phu-trong-post821354.html
2024-07-26 10:15:55+07:00,"Trước thực trạng đoạn Km172 - Km174 trên Quốc lộ 12 (địa phận xã Mường Pồn, huyện Điện Biên) bị tê liệt hoàn toàn do lũ quét, Sở Giao thông vận tải tỉnh Điện Biên đã quyết định điều chuyển tuyến, phân luồng giao thông tạm thời để nhân dân đi lại được an toàn; đồng thời bảo đảm lưu thông hàng hóa, vật dụng thiết yếu.",https://nhandan.vn/dien-bien-phan-luong-dieu-chinh-huong-luu-thong-tam-thoi-do-te-liet-giao-thong-tren-quoc-lo-12-post821181.html
2024-07-25 10:50:33+07:00,"Hơn 5 giờ kể từ khi cơn lũ quét tràn về, người dân xã Mường Pồn, huyện Điện Biên (tỉnh Điện Biên) vẫn bàng hoàng như không muốn tin là sự thật. Bản làng tan hoang; đất đá tràn khắp đường Quốc lộ 12; ruộng lúa đương xanh ngập sâu trong nước.",https://nhandan.vn/huy-dong-nhan-luc-va-phuong-tien-khan-truong-tim-kiem-cuu-nan-tai-muong-pon-post820976.html
