Date,Content,Source
2024-07-19 14:43:15+07:00,"Với chủ đề ""Giọt hồng về miền lịch sử"", sáng 19/7, tại trung tâm thành phố Điện Biên Phủ (tỉnh Điện Biên), Ban tổ chức chương trình Hành trình đỏ cùng Ban chỉ đạo vận động hiến máu tình nguyện tỉnh Điện Biên tổ chức Ngày hội hiến máu và tôn vinh người hiến máu.",https://nhandan.vn/lan-toa-phong-trao-hien-mau-tinh-nguyen-cuu-nguoi-tai-vung-dat-dien-bien-lich-su-post819947.html
2024-07-19 14:42:01+07:00,"Xây dựng nền quốc phòng toàn dân, xây dựng khu vực phòng thủ vững chắc, lực lượng vũ trang chính quy, tinh nhuệ, từng bước hiện đại",https://nhandan.vn/bo-chi-huy-quan-su-tinh-hau-giang-to-chuc-dai-hoi-thi-dua-quyet-thang-giai-doan-2019-2024-post819960.html
2024-07-19 14:40:54+07:00,"Cục Bản quyền tác giả (Bộ Văn hóa, Thể thao và Du lịch) vừa cấp 2 chứng nhận bản quyền tác giả của Kịch bản (format) chương trình Giải thưởng sáng tạo nội dung số Việt Nam (VCA) và Bộ hình thức thể hiện Cúp giải thưởng VCA cho Hội truyền thông số Việt Nam.",https://nhandan.vn/cap-chung-nhan-ban-quyen-cho-kich-ban-chuong-trinh-va-bo-nhan-dien-cup-cua-giai-thuong-sang-tao-noi-dung-so-viet-nam-post819948.html
2024-07-19 14:18:28+07:00,"Sáng 19/7, Thủ tướng Phạm Minh Chính, Chủ tịch Ủy ban Quốc gia về chuyển đổi số chủ trì Hội nghị Thường trực Chính phủ về chuyển đổi số với các đồng chí Bộ trưởng, Trưởng ngành, Chủ tịch UBND các tỉnh, thành phố trực thuộc Trung ương.",https://nhandan.vn/anh-hoi-nghi-thuong-truc-chinh-phu-voi-cac-bo-nganh-dia-phuong-ve-chuyen-doi-so-post819959.html
2024-07-19 13:43:23+07:00,"Sáng 19/7, tại thành phố Hải Phòng, Đảng ủy, Bộ Tư lệnh Quân chủng Hải quân tổ chức Hội nghị Sơ kết 5 năm Chương trình phối hợp tuyên truyền biển, đảo giai đoạn 2019-2024.",https://nhandan.vn/nang-cao-nhan-thuc-ve-vi-tri-vai-tro-cua-bien-dao-trong-su-nghiep-xay-dung-bao-ve-to-quoc-post819953.html
2024-07-19 11:24:29+07:00,"Ngày 19/7, tại Hà Nội, Bộ Ngoại giao, Bộ Quốc phòng, Viện Hàn lâm Khoa học xã hội Việt Nam phối hợp tổ chức Hội thảo khoa học “70 năm Hiệp định Geneva về đình chỉ chiến sự ở Việt Nam”.",https://nhandan.vn/hiep-dinh-geneva-dinh-cao-thang-loi-cua-nen-ngoai-giao-viet-nam-post819934.html
2024-04-25 11:40:36+07:00,"Ngày 25/4, tại Hà Nội, Bộ Ngoại giao phối hợp Ban Tuyên giáo Trung ương, Bộ Quốc phòng và các ban, bộ, ngành Trung ương trang trọng tổ chức Lễ kỷ niệm 70 năm Ngày ký Hiệp định Geneva về đình chỉ chiến sự ở Việt Nam (21/7/1954-21/7/2024).",https://nhandan.vn/ky-niem-trong-the-70-nam-ngay-ky-hiep-dinh-geneva-ve-dinh-chi-chien-su-o-viet-nam-post806409.html
2024-04-25 06:07:19+07:00,"Cách đây 70 năm, Hiệp định Geneva về đình chỉ chiến sự ở Việt Nam đã được ký kết, mở ra một trang mới trong sự nghiệp đấu tranh giải phóng dân tộc, thống nhất đất nước của nhân dân ta. Trải qua 70 năm, những bài học từ đàm phán, ký kết và thực thi Hiệp định Geneva vẫn còn nguyên giá trị đối với công cuộc xây dựng, phát triển đất nước và bảo vệ Tổ quốc ngày nay.",https://nhandan.vn/hiep-dinh-geneva-1954-mot-moc-son-lich-su-cua-nen-ngoai-giao-viet-nam-post806370.html
2024-07-18 22:24:58+07:00,"Kỷ niệm 70 năm Ngày ký Hiệp định Geneva, Bộ Ngoại giao phối hợp Bộ Văn hóa, Thể thao và Du lịch tổ chức triển lãm “Hiệp định Geneva về đình chỉ chiến sự ở Việt Nam - Mốc son lịch sử của nền Ngoại giao cách mạng Việt Nam” (21/7/1954 - 21/7/2024) tại Bảo tàng Lịch sử quốc gia, Hà Nội.",https://nhandan.vn/trien-lam-hiep-dinh-geneva-ve-dinh-chi-chien-su-o-viet-nam-post819759.html
2024-07-18 17:46:07+07:00,"Kết quả khám nghiệm tử thi và điều tra bước đầu về vụ trọng án 6 thi thể người Việt được tìm thấy trong khách sạn hạng sang ở thủ đô Bangkok đã cho thấy nguyên nhân dẫn đến cái chết của cả 6 người là chất xyanua. Một trong 6 người đã tử vong, bà Sherine Chong, một phụ nữ Mỹ gốc Việt 56 tuổi, là nghi phạm hàng đầu thực hiện vụ đầu độc.",https://nhandan.vn/canh-sat-thai-lan-truy-tim-nguon-goc-xyanua-trong-vu-sau-nguoi-viet-tu-vong-tai-bangkok-post819813.html
